x1,x2,label
0.2540183150863381,-0.40239059729928084,-1
0.18088265633035827,0.51088720185977,1
0.22715201098512883,0.46771485828732523,1
-0.12283202261009607,0.5026348594640433,1
0.43719254946547637,-0.5795917704967974,-1
0.4441195758128198,0.34794532546605006,1
-0.46439265841427746,0.449186210897666,1
-0.45989712833573737,0.4452625500438145,1
-0.4863626877075098,0.37927216458286384,1
0.9549476209230241,0.22314977215853704,-1
-0.20277579964288828,0.32916546419748904,1
-1.018602223846959,0.6413283168812003,1
0.4711000450681314,0.617753180997305,1
-1.0480778648561244,-1.8268680652787623,-1
0.33179382202914554,0.25245211522911737,1
0.10053780529102796,-0.8044038525002695,-1
-0.555574551769568,0.5421369808114551,1
-0.5364207539669044,-1.3372055525238473,-1
0.11200190516990016,0.524914451503793,1
-0.6500055732270142,0.7150956933627093,1
1.0242466811443192,0.16732123516992858,-1
1.6259583807800473,1.0620359012393952,-1
0.40164218072689706,0.5707832266186915,1
0.4138383918108179,-0.4517707883914027,-1
-1.2261427326154073,-2.4530630034265055,-1
-0.10442771318690736,-1.2987110038658365,-1
1.6174958634479217,0.8303017150971359,-1
-1.6366631616506084,0.3964862979214723,1
-2.126390022424363,0.5093656677392298,1
-0.08512724866607607,0.6159220891756181,1
0.3533583040118952,-0.41053620687679787,-1
0.322885099070289,-0.5884290256422294,-1
0.6294295319918111,0.11770092565810453,-1
-0.6333669321322042,0.517999680531918,1
-0.734488463871461,0.23192730199682715,1
-0.38947316007596344,-1.7853414461858284,-1
-0.5248175218627638,0.6632116550221134,1
0.7027239172514527,0.01959402658432874,-1
0.3327055339370571,-0.45053069811934343,-1
-1.3881159441831095,0.6945208286512501,1
-0.11129906220428942,-1.1348659494770832,-1
0.41183224747593217,-0.5058573514936392,-1
-0.3611970635595042,-1.1848272483539413,-1
-1.121586339029522,0.3653177540646474,1
1.9331898280361532,1.5861265941137082,-1
0.00898905515935794,-1.1275559230613101,-1
0.39648042826261287,-0.39374341073043045,-1
1.2981977224807748,0.36291687734583267,-1
-0.46953745052251794,-1.692791791005515,-1
0.31938109388588143,0.4757569406948048,1
0.7551308780278443,-0.2563562268289964,-1
-0.5193543242477878,0.5132836992812126,1
-1.7695361712766107,-3.1116142826295774,-1
-0.07366996384386643,0.3717701002497762,1
-2.4165561014085344,-3.6381474379579513,-1
1.2927886018159682,0.2072716317691523,-1
1.388794516938508,0.4499492596012773,1
-1.4199654749779005,0.7252419334409651,1
1.3494442189566924,0.630784547960751,-1
-0.03822953570054233,-1.1469822959312412,-1
-0.9104192745530701,0.45836786533860197,1
-1.0962278629396232,0.3559537538375145,1
-0.2662952108986547,0.5068691856353725,1
0.20495932920425775,0.7425400552308263,1
-0.6238155622431136,-1.5447444194217208,-1
-0.25974907395892444,0.4015247810569699,1
-0.777829265553817,0.42870136652169644,1
-0.6213730646792744,0.5591709408951647,1
-0.36730667051821186,0.5586235790713732,1
-1.5340109863659965,0.6820238827625951,1
1.593993332745418,0.9709710229181068,-1
3.1186689883254437,2.3398313633528205,-1
-0.14867229558262163,0.5832386838768711,1
-0.03287226129175336,0.39673774509655657,1
0.3643474488801814,-0.7349628502948955,-1
-2.142366621466291,0.6978205435754116,1
-1.1286259983055744,-2.488633189457331,-1
1.6211032906027727,0.548276673013554,-1
-0.5580415160407353,-1.2248381922675258,-1
-0.8367146881125611,-1.9024476013195466,-1
-0.39545466803753226,0.3656750365641841,1
1.5290888804891185,0.9208193863952907,-1
0.38168355461823755,-0.8002921092178632,-1
-0.5405163868109013,-1.6436328097918091,-1
-0.22899907764579597,-1.1242072268641476,-1
1.161746713842006,0.26890904780651237,-1
-0.23716638797781037,0.6001988299598323,1
0.5349212508189002,-0.3050946962386941,-1
-0.8323663422044825,-1.6678209715630343,-1
-0.1952029741049069,0.29756522677845254,1
-0.752363681532314,-1.6288760873252435,-1
-1.6485294919227411,0.28842858693170437,1
0.18703084950853766,0.5077244976587905,1
1.0288658911744217,0.4670072142013658,-1
-0.7191073411764826,0.29732343118463783,1
-1.1555431465731758,0.5557980320418652,1
0.454482458716604,-0.5935476555629938,-1
-0.47845310891411197,0.5888550737687451,1
-0.5655377287069497,0.38007418946695065,1
-0.16596486020252232,-1.5711692539112259,-1
0.4634061715244326,-0.07105092825138926,-1
0.3443074951866344,0.6544571041969973,1
1.357708798233884,0.46790170907630035,-1
0.5681814919288403,-0.7207922334861042,-1
0.8944834629659304,-0.3677156271903763,-1
0.2565346487184509,0.4998683156755958,1
-1.0390695873978586,0.657312261937846,1
-0.1129527702360924,0.5423495442707622,1
0.6331774533902197,0.45406354444436003,1
-1.2995469416909184,0.6867390026025509,1
0.4093887159537582,-0.5343086335960182,-1
2.7936184076423087,2.1545936805177295,-1
-1.3170490200118474,0.5877968793977499,1
1.2690104849918233,0.3479151041542813,-1
0.10654226608844758,-1.010121361729341,-1
0.8462425092714916,0.14533739789277317,1
-0.9079097818575155,-2.062211072951924,-1
-1.4651387810153582,0.36473297489543643,1
