x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,label
-0.8076200544657446,-1.0407246481635826,-0.25305567364403725,1.5741919807197153,-1.2291155585862743,0.34142675164540215,-1.0760445526842835,0.46644201732416735,-2.6592221262953144,0.28281864362896103,1
1.9771934452836604,3.098634079385212,-0.6551459926499283,1.0001307851014505,-0.06125836781023208,0.87228172437624,0.2222236846125428,-1.3715397338041386,1.1325387531740227,1.2051932922866984,1
1.216025552211608,1.1486842260267391,0.8507726399017626,0.7603311992864765,-0.10102083913531504,0.9291452880097223,-1.0849105091012148,0.47206112437526854,2.064537732516092,-1.7904920251186838,-1
-0.059456465859312545,-0.3245317512521434,-0.19715576605867405,0.3520452000961038,0.209952089911366,1.0962389331575209,-0.02985496273777953,-0.5617615077947113,-1.8521866415488322,-1.5820947916717434,-1
0.6418754672262225,-0.7742372155919292,-0.29165907633914145,0.5708968557146269,-0.03858049307502894,0.20278811999301918,0.12919351878943466,-0.7305955907280782,-1.459065197442418,0.6728428242458817,1
0.21533202141656874,0.3957192172390574,-0.8401368427323456,0.7161656631547356,0.5838715630676208,-1.945766968424685,-0.02676945737063536,-0.9155394395142067,1.1627098246970964,-0.36486121081068545,-1
0.4390661078460714,0.3155912962965173,-0.21005093856249568,0.013777784664632023,0.9858812295461803,-1.7561503535467482,-0.3015420823426113,0.1199054143760902,-2.0070670356564855,-2.5503413746686343,1
2.365988201591053,0.7659547354650886,-0.37028971761896334,-0.45756325751986454,-1.9649207479522548,0.6086725994703195,-1.5769766502613005,0.41581093493066773,-0.33004678829717105,2.084481984451968,1
0.7806943976744478,0.5431053866868158,-0.15068364890809757,-0.09988646643889164,-0.2603054306994479,0.04487046875105188,1.1346722736825803,0.8567902119304762,1.1691978270229106,1.2174793869943776,1
1.4161458094158275,1.1715942285957575,0.21366058844966435,0.49194072321066995,0.8920304336436282,-1.5918055775967903,-0.7668501133058511,-0.7321263156998743,1.0659218464523768,1.111003657990583,1
